,GroupId,SubgroupId,id,Departure,Arrival,Entrance,CheckinSum,nSubgroups,SubgroupSize,GroupSize,Thrill,Kiddie,Everybody,Pavilion,Beer Garden,Food,Shopping,Restroom,Lawn,Info,Arcade,First Aid,Stage,Show Hall,Thrill Time,Kiddie Time,Everybody Time,Pavilion Time,Beer Garden Time,Food Time,Shopping Time,Restroom Time,Lawn Time,Info Time,Arcade Time,First Aid Time,Stage Time,Show Hall Time,Entrance Time,Park Time
548,378,549,1811210,2014-06-06 21:28:42,2014-06-06 08:35:57,1,700,1,4,4,12,1,2,1,0,2,10,0,1,0,1,1,0,0,2.157777777777778,0.07166666666666667,0.21,0.27972222222222226,0.0,1.3577777777777778,3.021666666666667,0.0,0.5419444444444445,0,0.4775,0.32583333333333336,0.0,0.0,0.026944444444444444,12.852222222222222
549,379,550,298620,2014-06-06 21:41:35,2014-06-06 08:36:06,1,592,1,2,2,8,2,4,0,0,2,5,3,5,0,1,0,0,0,1.396111111111111,1.1169444444444445,0.5222222222222223,0.0,0.0,1.0872222222222223,2.7619444444444445,0.6008333333333333,1.2219444444444443,0,0.6461111111111111,0.0,0.0,0.0,0.03777777777777778,13.053611111111111
550,380,551,539385,2014-06-06 22:35:38,2014-06-06 08:36:08,1,498,2,3,5,7,3,5,0,0,0,11,1,2,0,2,0,0,1,1.6683333333333332,0.27944444444444444,0.4116666666666667,0.0,0.0,0.0,4.518055555555555,0.2772222222222222,0.9997222222222223,0,0.7630555555555555,0.0,0.0,0.7583333333333333,0.036944444444444446,13.954722222222223
551,380,552,799282,2014-06-06 21:12:50,2014-06-06 08:36:08,1,772,2,2,5,13,4,6,2,3,2,0,2,2,0,0,0,1,0,1.2944444444444445,0.4336111111111111,0.6180555555555556,0.26805555555555555,1.9913888888888889,0.9463888888888888,0.0,0.5138888888888888,0.6591666666666666,0,0.0,0.0,1.2644444444444443,0.0,0.03666666666666667,12.575000000000001
552,381,553,859113,2014-06-06 22:15:20,2014-06-06 08:36:09,1,628,1,3,3,6,3,2,1,2,5,6,2,5,0,0,0,0,1,0.42194444444444446,0.28833333333333333,0.5227777777777778,0.5075,2.2608333333333333,2.266388888888889,1.2275,0.43777777777777777,1.766388888888889,0,0.0,0.0,0.0,0.8444444444444444,0.03944444444444444,13.61361111111111
553,382,554,627051,2014-06-06 22:14:26,2014-06-06 08:36:13,1,625,1,2,2,7,9,4,2,4,2,5,3,1,0,0,0,0,1,0.7436111111111111,1.2880555555555555,0.4838888888888889,0.7786111111111111,2.2155555555555555,1.3808333333333331,1.5944444444444446,0.6986111111111111,0.2694444444444445,0,0.0,0.0,0.0,0.6361111111111111,0.03805555555555555,13.59888888888889
554,383,555,175598,2014-06-06 20:07:48,2014-06-06 08:36:27,1,435,1,4,4,14,2,5,0,0,0,3,3,2,0,3,0,0,0,1.0799999999999998,0.18861111111111112,0.5569444444444444,0.0,0.0,0.0,2.6475,0.5547222222222222,0.7030555555555555,0,0.6761111111111112,0.0,0.0,0.0,0.03805555555555555,11.484444444444446
555,384,556,174727,2014-06-06 21:20:40,2014-06-06 08:36:31,1,492,2,2,5,8,0,4,0,0,2,4,0,2,0,0,0,1,0,2.312777777777778,0.0,0.2647222222222222,0.0,0.0,4.734722222222222,1.347222222222222,0.0,0.8780555555555555,0,0.0,0.0,1.4533333333333334,0.0,0.0375,12.698333333333334
556,384,557,629585,2014-06-06 21:15:40,2014-06-06 08:36:31,1,699,2,3,5,8,4,3,0,4,1,5,1,2,0,0,0,0,1,1.8647222222222224,0.7041666666666667,0.2786111111111111,0.0,2.15,0.7625,1.6805555555555556,0.11444444444444443,0.7086111111111111,0,0.0,0.0,0.0,0.8938888888888888,0.03361111111111111,12.618888888888888
557,385,558,1988755,2014-06-06 20:45:21,2014-06-06 08:36:32,1,407,1,4,4,7,7,5,0,4,2,3,2,0,0,1,0,1,0,0.7480555555555556,0.7113888888888888,1.3583333333333334,0.0,2.762222222222222,0.8858333333333334,0.7891666666666667,0.3975,0.0,0,0.4483333333333333,0.0,1.0555555555555556,0.0,0.037222222222222226,12.109722222222222
558,386,559,87264,2014-06-06 21:23:06,2014-06-06 08:36:33,1,446,1,5,5,5,3,4,1,0,2,9,1,0,0,0,0,1,1,1.0727777777777776,0.3027777777777778,0.36833333333333335,0.3266666666666667,0.0,1.2875,3.2366666666666664,0.2594444444444444,0.0,0,0.0,0.0,1.256111111111111,0.6972222222222223,0.0125,12.763333333333334
559,387,560,637839,2014-06-06 22:45:55,2014-06-06 08:36:35,1,385,1,4,4,6,0,0,2,6,2,7,2,2,0,0,0,1,0,0.36277777777777775,0.0,0.0,0.8494444444444444,3.9222222222222225,1.4766666666666666,2.6288888888888886,0.5505555555555556,0.6727777777777778,0,0.0,0.0,1.3191666666666668,0.0,0.037222222222222226,14.118333333333334
560,388,561,1889086,2014-06-06 20:36:18,2014-06-06 08:36:44,1,364,1,5,5,4,3,4,1,0,1,11,1,0,0,0,0,0,1,0.31833333333333336,0.39305555555555555,0.7163888888888889,0.4647222222222222,0.0,0.7633333333333333,3.5880555555555556,0.10944444444444444,0.0,0,0.0,0.0,0.0,0.6716666666666666,0.012222222222222221,11.980555555555556
561,389,562,41289,2014-06-06 22:07:54,2014-06-06 08:36:47,1,382,1,3,3,11,1,4,0,2,1,12,1,1,0,0,0,0,1,0.8658333333333333,0.06722222222222222,0.9319444444444444,0.0,0.9616666666666667,0.8047222222222222,4.638055555555556,0.18194444444444444,0.5280555555555556,0,0.0,0.0,0.0,0.7619444444444444,0.036944444444444446,13.481666666666667
562,390,563,1517929,2014-06-06 22:46:36,2014-06-06 08:36:49,1,772,1,2,2,9,4,4,1,0,2,11,6,2,0,1,0,0,0,1.2841666666666667,0.44583333333333336,0.46722222222222226,0.235,0.0,1.1263888888888889,4.177777777777778,1.1488888888888888,0.4647222222222222,0,0.12527777777777777,0.0,0.0,0.0,0.037222222222222226,14.125833333333333
563,391,564,278036,2014-06-06 22:47:45,2014-06-06 08:36:51,1,449,1,3,3,10,1,3,0,0,2,10,3,1,0,1,0,0,1,1.4825000000000002,0.12055555555555555,0.28833333333333333,0.0,0.0,1.5597222222222222,3.876111111111111,0.8061111111111111,0.17027777777777778,0,0.2758333333333333,0.0,0.0,0.7072222222222222,0.03833333333333333,14.143333333333333
564,392,565,1051722,2014-06-06 20:16:58,2014-06-06 08:36:52,1,571,1,4,4,5,1,6,1,0,0,2,1,1,0,2,0,1,2,0.8794444444444445,0.06555555555555555,1.16,0.39166666666666666,0.0,0.0,0.91,0.23972222222222223,0.3927777777777778,0,0.8166666666666667,0.0,1.0341666666666667,1.673888888888889,0.04111111111111111,11.627222222222223
565,393,566,810212,2014-06-06 21:16:59,2014-06-06 08:36:54,1,540,1,2,2,7,4,8,2,0,0,11,1,1,0,2,0,0,0,0.4083333333333333,0.8852777777777778,0.8466666666666666,0.6608333333333333,0.0,0.0,4.503055555555556,0.12833333333333333,0.09083333333333334,0,0.6130555555555556,0.0,0.0,0.0,0.04027777777777777,12.627777777777778
566,394,567,840221,2014-06-06 20:21:27,2014-06-06 08:37:01,1,582,1,3,3,11,0,1,2,3,2,5,0,2,0,1,1,1,0,1.0091666666666665,0.0,0.08972222222222223,0.47972222222222227,1.046111111111111,0.31027777777777776,2.6219444444444444,0.0,0.6002777777777778,0,0.5530555555555555,0.3561111111111111,1.403888888888889,0.0,0.01388888888888889,11.726666666666665
567,395,568,854341,2014-06-06 22:45:27,2014-06-06 08:37:12,3,1244,1,2,2,11,9,10,1,0,2,4,6,3,0,0,0,0,1,1.8844444444444444,0.8466666666666666,1.6041666666666667,0.04277777777777778,0.0,0.8908333333333334,1.9691666666666667,1.0786111111111112,0.7763888888888889,0,0.0,0.0,0.0,0.6944444444444444,1.5602777777777777,12.577222222222222
568,396,569,438500,2014-06-06 21:22:39,2014-06-06 08:37:21,1,555,1,2,2,8,3,3,1,0,0,7,1,1,0,1,0,1,1,0.8647222222222222,0.2341666666666667,0.8536111111111111,0.15555555555555556,0.0,0.0,2.921388888888889,0.27444444444444444,0.1,0,0.1763888888888889,0.0,1.4502777777777778,0.7658333333333334,0.035277777777777776,12.719722222222222
569,397,570,1744199,2014-06-06 22:21:06,2014-06-06 08:37:23,1,666,3,3,10,39,0,10,0,0,3,0,3,1,0,0,0,0,0,4.53388888888889,0.0,1.506111111111111,0.0,0.0,1.9325,0.0,0.5833333333333334,0.35805555555555557,0,0.0,0.0,0.0,0.0,0.03111111111111111,13.697500000000002
570,397,571,1330769,2014-06-06 22:13:13,2014-06-06 08:37:23,1,930,3,4,10,34,0,5,3,0,0,2,4,2,0,0,0,0,0,5.578888888888889,0.0,0.5005555555555555,1.1836111111111112,0.0,0.0,0.9161111111111111,0.7480555555555556,1.0375,0,0.0,0.0,0.0,0.0,0.034166666666666665,13.563055555555557
571,397,572,1369240,2014-06-06 22:19:08,2014-06-06 08:37:23,1,1000,3,3,10,27,0,6,1,0,3,5,4,2,0,2,0,0,1,3.86,0.0,0.8486111111111111,0.019166666666666665,0.0,1.0030555555555556,1.6058333333333332,0.7666666666666667,0.4536111111111111,0,0.6533333333333334,0.0,0.0,0.5269444444444444,0.034722222222222224,13.661111111111111
572,398,573,71472,2014-06-06 22:27:20,2014-06-06 08:37:26,1,414,1,4,4,7,1,1,0,1,5,5,3,2,0,1,0,1,1,0.6447222222222222,0.07027777777777779,0.13527777777777777,0.0,0.9674999999999999,3.504166666666667,1.6383333333333332,0.4608333333333333,1.0019444444444445,0,0.37138888888888894,0.0,1.3644444444444443,0.5602777777777778,0.010555555555555556,13.821111111111112
573,399,574,476444,2014-06-06 22:13:29,2014-06-06 08:37:31,1,596,1,2,2,10,4,2,2,1,1,10,1,0,0,1,0,1,2,1.9705555555555556,0.4052777777777778,0.165,0.6977777777777778,0.19972222222222222,0.4086111111111111,3.385277777777778,0.15333333333333332,0.0,0,0.5033333333333333,0.0,1.3541666666666667,1.658611111111111,0.03361111111111111,13.565833333333334
574,400,575,1140789,2014-06-06 22:29:42,2014-06-06 08:37:39,3,882,1,2,2,11,9,6,2,0,1,3,2,1,0,0,0,0,1,1.5591666666666666,0.9052777777777778,0.5952777777777778,0.7772222222222223,0.0,0.7594444444444445,1.3533333333333333,0.35305555555555557,0.1861111111111111,0,0.0,0.0,0.0,0.9447222222222221,2.1077777777777778,11.759722222222223
575,401,576,643447,2014-06-06 22:51:45,2014-06-06 08:37:56,1,232,1,4,4,9,4,2,0,4,3,12,0,0,0,1,0,0,0,1.6975,0.7508333333333332,0.16444444444444445,0.0,1.7983333333333333,1.271388888888889,4.1425,0.0,0.0,0,0.23333333333333334,0.0,0.0,0.0,0.010277777777777778,14.22
576,402,577,270344,2014-06-06 21:43:09,2014-06-06 08:37:57,1,644,1,4,4,12,2,5,3,0,1,8,1,0,0,4,0,0,0,1.1752777777777779,0.16444444444444445,0.5272222222222223,1.6347222222222222,0.0,0.7755555555555556,2.3994444444444443,0.19166666666666668,0.0,0,1.1027777777777779,0.0,0.0,0.0,0.011944444444444445,13.074722222222224
577,403,578,2020630,2014-06-06 22:37:46,2014-06-06 08:38:04,1,536,1,4,4,10,5,3,0,0,1,11,3,1,0,0,0,0,0,1.8397222222222223,0.4938888888888889,0.3319444444444445,0.0,0.0,0.4586111111111111,5.430555555555555,0.6341666666666667,0.35500000000000004,0,0.0,0.0,0.0,0.0,0.013333333333333334,13.981666666666667
578,404,579,464613,2014-06-06 22:27:28,2014-06-06 08:38:11,1,848,1,2,2,11,3,8,1,1,5,6,0,3,0,1,0,1,0,0.895,0.24805555555555556,0.8616666666666667,0.4811111111111111,0.48305555555555557,3.1172222222222223,2.228333333333333,0.0,0.46194444444444444,0,0.09638888888888889,0.0,1.1647222222222224,0.0,0.026944444444444444,13.794444444444444
579,405,580,647574,2014-06-06 13:18:29,2014-06-06 08:38:17,1,496,1,1,1,16,0,4,0,0,0,2,1,0,0,0,0,0,1,1.823888888888889,0.0,0.42527777777777775,0.0,0.0,0.0,0.7183333333333334,0.13027777777777777,0.0,0,0.0,0.0,0.0,0.6338888888888888,0.010555555555555556,4.6594444444444445
580,406,581,503822,2014-06-06 20:54:41,2014-06-06 08:38:20,1,660,1,4,4,12,5,6,2,0,0,5,1,0,0,0,0,1,1,1.0208333333333333,0.5825,0.6066666666666667,1.0933333333333333,0.0,0.0,1.8463888888888889,0.275,0.0,0,0.0,0.0,1.0944444444444446,0.5252777777777777,0.013333333333333334,12.259166666666667
581,407,582,125781,2014-06-06 22:33:28,2014-06-06 08:38:29,1,556,1,2,2,16,4,1,1,2,1,10,4,1,0,0,0,1,0,1.906111111111111,0.6863888888888888,0.1113888888888889,0.22111111111111112,0.6288888888888889,0.9488888888888888,4.3197222222222225,0.9722222222222222,0.17916666666666667,0,0.0,0.0,1.3969444444444443,0.0,0.0077777777777777776,13.908611111111112
582,408,583,2039166,2014-06-06 21:21:37,2014-06-06 08:38:34,1,704,2,3,5,3,0,5,2,3,0,4,0,2,0,2,0,1,2,1.0519444444444443,0.0,0.7663888888888889,1.1333333333333333,0.8669444444444444,0.0,1.858611111111111,0.0,0.8811111111111111,0,0.5502777777777778,0.0,1.3150000000000002,1.2658333333333334,0.021111111111111112,12.696388888888889
583,408,584,922325,2014-06-06 21:23:39,2014-06-06 08:38:34,1,932,2,2,5,25,0,10,3,0,2,1,5,2,0,1,0,0,0,3.2991666666666664,0.0,1.123888888888889,1.1305555555555555,0.0,0.7819444444444444,0.6341666666666667,0.9369444444444445,0.7663888888888889,0,0.5761111111111111,0.0,0.0,0.0,0.02,12.73138888888889
584,409,585,136693,2014-06-06 13:24:02,2014-06-06 08:38:50,1,394,1,5,5,3,2,2,0,0,2,0,0,3,0,0,0,0,0,0.22222222222222224,0.20888888888888887,0.21444444444444447,0.0,0.0,1.1572222222222224,0.0,0.0,0.8136111111111112,0,0.0,0.0,0.0,0.0,0.014166666666666666,4.739166666666666
585,410,586,665529,2014-06-06 21:14:32,2014-06-06 08:39:15,1,273,1,2,2,8,1,2,0,2,5,4,1,0,0,0,0,1,0,2.010555555555556,0.10972222222222222,0.20388888888888887,0.0,1.5888888888888888,3.7552777777777777,1.051111111111111,0.20305555555555557,0.0,0,0.0,0.0,1.1655555555555557,0.0,0.01388888888888889,12.574166666666665
586,411,587,1518969,2014-06-06 20:32:24,2014-06-06 08:39:20,1,375,1,2,2,12,1,2,0,7,2,3,2,1,0,0,0,0,0,0.9883333333333333,0.0813888888888889,0.14222222222222222,0.0,5.969444444444445,0.7483333333333333,0.885,0.36166666666666664,0.28833333333333333,0,0.0,0.0,0.0,0.0,0.01138888888888889,11.873055555555558
587,412,588,1854510,2014-06-06 20:38:31,2014-06-06 08:39:29,1,664,1,2,2,12,1,6,2,0,1,9,1,0,0,0,0,0,1,1.8794444444444445,0.05694444444444444,1.0875,0.7058333333333333,0.0,0.9005555555555556,3.8991666666666664,0.09694444444444444,0.0,0,0.0,0.0,0.0,0.6338888888888888,0.008333333333333333,11.975555555555555
588,413,589,551078,2014-06-06 21:49:47,2014-06-06 08:39:30,1,739,1,4,4,11,1,1,0,0,0,11,0,3,0,0,0,1,0,1.8144444444444443,0.11833333333333333,0.0961111111111111,0.0,0.0,0.0,4.790555555555556,0.0,1.5180555555555555,0,0.0,0.0,1.2833333333333334,0.0,0.01388888888888889,13.157499999999999
589,414,590,1029542,2014-06-06 20:30:16,2014-06-06 08:39:34,1,629,1,2,2,6,6,6,0,4,0,5,4,2,0,0,0,0,1,0.5180555555555555,0.6475000000000001,0.8733333333333333,0.0,1.8158333333333334,0.0,1.6441666666666668,0.9036111111111111,0.7266666666666667,0,0.0,0.0,0.0,0.9841666666666666,0.011944444444444445,11.833055555555557
590,415,591,87053,2014-06-06 20:17:03,2014-06-06 08:39:36,1,496,3,2,8,5,3,6,1,3,2,6,1,1,0,0,0,0,0,1.4519444444444443,0.26722222222222225,1.1099999999999999,0.5191666666666667,1.758888888888889,0.6480555555555555,2.141944444444445,0.1575,0.5394444444444445,0,0.0,0.0,0.0,0.0,0.011666666666666665,11.6125
591,415,592,108559,2014-06-06 21:25:36,2014-06-06 08:39:36,1,534,3,3,8,8,4,3,0,2,1,7,2,0,0,1,0,1,2,0.7758333333333333,1.1366666666666667,0.788888888888889,0.0,0.8450000000000001,0.45111111111111113,2.654722222222222,0.47055555555555556,0.0,0,0.5225000000000001,0.0,0.8438888888888889,1.3872222222222221,0.010833333333333334,12.755833333333333
592,415,593,737782,2014-06-06 21:21:30,2014-06-06 08:39:36,1,828,3,3,8,18,0,7,2,0,3,4,2,1,0,0,2,0,1,1.9913888888888889,0.0,1.0802777777777777,0.9047222222222222,0.0,3.1666666666666665,0.8072222222222222,0.33249999999999996,0.5186111111111111,0,0.0,0.6611111111111111,0.0,0.8352777777777778,0.01361111111111111,12.684722222222222
593,416,594,607854,2014-06-06 20:42:32,2014-06-06 08:39:39,1,390,1,2,2,9,2,5,1,0,2,5,3,0,0,1,0,0,0,0.6266666666666667,0.7366666666666667,0.5744444444444444,0.61,0.0,0.8563888888888889,3.426388888888889,0.3972222222222222,0.0,0,0.15555555555555556,0.0,0.0,0.0,0.016944444444444443,12.03111111111111
594,417,595,942451,2014-06-06 21:36:21,2014-06-06 08:39:43,1,545,1,3,3,8,5,5,0,2,2,13,2,0,0,0,0,0,1,0.7963888888888888,0.5936111111111111,0.5269444444444444,0.0,0.6338888888888888,1.8625,4.065,0.2663888888888889,0.0,0,0.0,0.0,0.0,0.5491666666666667,0.01,12.93388888888889
595,418,596,1334702,2014-06-06 21:43:45,2014-06-06 08:39:54,1,714,1,2,2,29,0,7,3,0,3,3,4,1,0,0,0,0,0,3.8216666666666668,0.0,0.8158333333333334,1.4277777777777778,0.0,1.9805555555555554,0.7100000000000001,0.8527777777777777,0.1938888888888889,0,0.0,0.0,0.0,0.0,0.010277777777777778,13.053888888888888
596,419,597,100951,2014-06-06 20:46:58,2014-06-06 08:40:05,1,153,1,4,4,3,1,1,0,0,8,5,0,0,0,1,0,0,0,0.3458333333333333,0.10583333333333332,0.13805555555555554,0.0,0.0,5.784166666666667,1.9072222222222224,0.0,0.0,0,0.10861111111111112,0.0,0.0,0.0,0.01361111111111111,12.101111111111111
597,420,598,571405,2014-06-06 20:45:07,2014-06-06 08:40:26,1,401,1,4,4,5,2,2,0,0,7,4,1,3,0,1,0,0,0,0.22805555555555557,0.2594444444444444,0.26,0.0,0.0,4.3933333333333335,1.573888888888889,0.15916666666666668,1.1194444444444445,0,0.28777777777777774,0.0,0.0,0.0,0.011944444444444445,12.06611111111111
598,421,599,547435,2014-06-06 21:29:31,2014-06-06 08:40:28,1,469,1,2,2,7,1,5,2,1,4,5,1,0,0,0,0,0,1,0.7802777777777778,0.6213888888888889,0.91,0.6463888888888889,1.0455555555555556,1.5958333333333334,1.8547222222222222,0.19722222222222224,0.0,0,0.0,0.0,0.0,0.6752777777777778,0.01138888888888889,12.806111111111111
599,422,600,1171272,2014-06-06 21:48:38,2014-06-06 08:40:30,1,538,2,4,6,7,4,5,1,0,1,8,0,2,0,2,0,0,1,1.4241666666666668,0.5269444444444444,0.7677777777777778,0.4930555555555555,0.0,0.1925,2.7055555555555557,0.0,0.9036111111111111,0,0.6794444444444444,0.0,0.0,0.7277777777777777,0.015277777777777777,13.120277777777778
600,422,601,133312,2014-06-06 21:12:51,2014-06-06 08:40:30,1,590,2,2,6,7,0,2,0,2,1,5,1,1,0,1,1,1,1,2.725277777777778,0.0,0.7166666666666667,0.0,0.4261111111111111,0.9747222222222223,2.3833333333333333,0.08777777777777777,0.39805555555555555,0,0.37416666666666665,0.4791666666666667,0.8905555555555555,0.9947222222222222,0.013333333333333334,12.525833333333333
601,423,602,120476,2014-06-06 20:26:49,2014-06-06 08:40:31,1,364,1,5,5,5,6,1,2,0,1,6,2,1,0,3,0,0,0,0.5358333333333333,0.5850000000000001,0.12916666666666668,1.0805555555555555,0.0,0.7183333333333334,2.8705555555555553,0.5,0.3252777777777778,0,0.4772222222222222,0.0,0.0,0.0,0.015000000000000001,11.756666666666666
602,424,603,168703,2014-06-06 20:23:47,2014-06-06 08:40:34,1,343,1,2,2,3,1,2,1,8,0,4,2,2,0,1,0,0,0,1.3122222222222222,0.11388888888888889,0.19611111111111112,0.5272222222222223,3.6972222222222224,0.0,1.5125,0.3313888888888889,0.865,0,0.3025,0.0,0.0,0.0,0.012777777777777779,11.7075
603,425,604,1751308,2014-06-06 22:31:34,2014-06-06 08:40:36,1,440,1,4,4,5,0,8,0,0,3,6,2,1,0,2,0,0,0,1.4158333333333333,0.0,2.173611111111111,0.0,0.0,1.3897222222222223,3.256666666666667,0.47055555555555556,0.41722222222222227,0,0.6875,0.0,0.0,0.0,0.016666666666666666,13.832777777777778
604,426,605,2060504,2014-06-06 22:29:32,2014-06-06 08:40:36,3,1114,1,6,6,22,3,8,2,0,1,3,3,0,0,0,0,0,2,3.108611111111111,0.2897222222222222,0.8705555555555555,0.7252777777777778,0.0,0.9038888888888889,0.8188888888888889,0.42694444444444446,0.0,0,0.0,0.0,0.0,1.2861111111111112,2.1783333333333332,11.637222222222222
605,427,606,900405,2014-06-06 20:46:03,2014-06-06 08:40:37,1,346,1,5,5,6,5,2,1,0,1,6,1,0,0,2,0,1,0,2.2319444444444443,0.39555555555555555,0.24916666666666665,0.17222222222222222,0.0,0.2075,2.6527777777777777,0.11777777777777777,0.0,0,0.4222222222222222,0.0,1.1013888888888888,0.0,0.016666666666666666,12.073888888888888
606,428,607,1244181,2014-06-06 22:08:15,2014-06-06 08:40:38,1,511,1,4,4,8,4,1,0,0,7,7,3,3,0,2,0,0,0,0.6827777777777778,0.33222222222222225,0.0813888888888889,0.0,0.0,3.6275,1.7316666666666667,0.7675,1.1291666666666667,0,0.5702777777777778,0.0,0.0,0.0,0.0175,13.442777777777778
607,429,608,1307724,2014-06-06 21:11:03,2014-06-06 08:40:40,1,100,1,1,1,0,2,23,5,0,0,0,0,0,0,0,0,0,0,0.0,0.7594444444444445,7.1274999999999995,2.208055555555555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.013055555555555555,12.493333333333334
608,430,609,1510830,2014-06-06 21:48:05,2014-06-06 08:40:47,1,408,6,10,56,7,4,3,1,0,4,7,1,0,0,2,0,1,0,1.4666666666666666,0.4691666666666666,0.8311111111111111,0.20444444444444446,0.0,2.6930555555555555,2.4769444444444444,0.08361111111111111,0.0,0,0.3938888888888889,0.0,1.2605555555555557,0.0,0.028333333333333332,13.093333333333332
609,430,610,1481209,2014-06-06 21:42:29,2014-06-06 08:40:47,1,496,6,11,56,3,2,4,3,0,3,8,5,0,0,4,0,0,0,0.5069444444444444,0.20833333333333334,0.4677777777777778,1.4794444444444443,0.0,2.019722222222222,2.2097222222222226,1.0347222222222223,0.0,0,1.681111111111111,0.0,0.0,0.0,0.016388888888888887,13.011944444444445
610,430,611,1445238,2014-06-06 21:45:42,2014-06-06 08:40:47,1,684,6,11,56,8,3,5,1,0,1,12,1,4,0,0,0,0,0,0.8577777777777779,0.7238888888888888,0.8861111111111111,0.2711111111111111,0.0,0.7883333333333333,3.8733333333333335,0.22138888888888889,1.4791666666666667,0,0.0,0.0,0.0,0.0,0.025277777777777777,13.056666666666667
611,430,612,1197899,2014-06-06 21:48:13,2014-06-06 08:40:47,1,730,6,8,56,11,7,5,0,0,1,9,4,0,0,0,0,0,2,1.1827777777777777,0.705,1.0380555555555555,0.0,0.0,0.17444444444444446,3.6330555555555555,0.8063888888888889,0.0,0,0.0,0.0,0.0,1.3572222222222223,0.021111111111111112,13.102777777777778
612,430,613,1201175,2014-06-06 21:48:48,2014-06-06 08:40:47,1,733,6,9,56,10,4,3,3,1,0,8,0,2,0,0,0,1,0,2.2800000000000002,0.38833333333333336,0.2427777777777778,1.068611111111111,0.8311111111111111,0.0,3.3461111111111115,0.0,0.6211111111111111,0,0.0,0.0,1.1647222222222224,0.0,0.03305555555555555,13.100555555555555
613,430,614,1485450,2014-06-06 21:48:44,2014-06-06 08:40:47,1,745,6,7,56,12,4,6,1,0,4,7,3,2,0,0,0,0,1,2.0972222222222223,0.3194444444444445,0.6972222222222223,0.42833333333333334,0.0,1.806111111111111,2.1158333333333332,0.7486111111111111,0.7894444444444445,0,0.0,0.0,0.0,1.0022222222222221,0.01611111111111111,13.116388888888888
614,431,615,1986003,2014-06-06 21:42:11,2014-06-06 08:40:53,1,325,2,3,7,6,1,3,1,1,6,5,1,0,0,2,0,0,0,1.2355555555555557,0.1388888888888889,0.37583333333333335,0.29527777777777775,1.0594444444444444,4.369722222222222,1.6105555555555557,0.08694444444444445,0.0,0,1.2125,0.0,0.0,0.0,0.010555555555555556,13.011111111111111
615,431,616,2042862,2014-06-06 21:40:39,2014-06-06 08:40:53,1,936,2,4,7,26,0,9,1,0,3,5,2,4,0,0,0,0,1,2.0230555555555556,0.0,1.7447222222222223,0.07888888888888888,0.0,1.3872222222222221,1.658611111111111,0.2727777777777778,1.7622222222222221,0,0.0,0.0,0.0,0.8666666666666667,0.013333333333333334,12.982777777777777
616,432,617,1081927,2014-06-06 21:32:59,2014-06-06 08:40:59,1,344,1,2,2,6,2,1,1,3,1,8,2,1,0,0,0,1,0,1.1055555555555554,0.2622222222222222,0.08166666666666668,0.3536111111111111,2.141944444444445,0.5283333333333333,3.4322222222222223,0.43277777777777776,0.20694444444444443,0,0.0,0.0,1.2638888888888888,0.0,0.030833333333333334,12.835833333333333
617,433,618,1099345,2014-06-06 22:21:24,2014-06-06 08:41:08,1,366,1,2,2,10,1,2,1,3,1,6,3,2,0,3,0,0,0,0.7233333333333333,0.09694444444444444,0.2247222222222222,0.3158333333333333,2.859166666666667,0.5530555555555555,3.1172222222222223,0.6794444444444444,0.49166666666666664,0,1.2888888888888888,0.0,0.0,0.0,0.032777777777777774,13.638333333333334
618,434,619,612084,2014-06-06 22:32:04,2014-06-06 08:41:08,1,482,1,2,2,10,1,3,1,5,1,7,0,1,0,2,0,0,1,0.6419444444444444,0.14250000000000002,0.3136111111111111,0.586111111111111,2.227222222222222,0.7897222222222222,2.5597222222222222,0.0,0.4022222222222222,0,1.1013888888888888,0.0,0.0,0.7197222222222222,0.011666666666666665,13.837222222222222
619,435,620,1080859,2014-06-06 21:36:02,2014-06-06 08:41:12,1,304,1,4,4,8,3,2,0,1,4,9,1,0,0,0,0,0,0,2.2536111111111112,0.3755555555555556,0.21416666666666667,0.0,1.3505555555555555,2.9908333333333332,2.5777777777777775,0.12472222222222222,0.0,0,0.0,0.0,0.0,0.0,0.030833333333333334,12.883055555555556
620,436,621,1212680,2014-06-06 22:14:05,2014-06-06 08:41:19,1,364,2,4,5,12,0,5,0,1,6,2,3,0,0,1,0,0,1,1.5594444444444444,0.0,0.6158333333333333,0.0,1.2608333333333335,4.762777777777777,0.7994444444444445,0.6083333333333333,0.0,0,0.22444444444444445,0.0,0.0,0.7033333333333334,0.028333333333333332,13.517777777777777
621,436,622,1281941,2014-06-06 22:10:14,2014-06-06 08:41:19,1,500,2,1,5,7,5,3,1,5,2,2,1,1,0,0,0,1,1,1.0802777777777777,0.6333333333333333,0.21055555555555555,0.2002777777777778,3.565,1.6211111111111112,0.5927777777777778,0.1522222222222222,0.30388888888888893,0,0.0,0.0,1.458611111111111,0.6922222222222222,0.03305555555555555,13.448888888888888
622,437,623,835106,2014-06-06 20:55:23,2014-06-06 08:41:20,1,438,1,4,4,4,2,2,0,0,1,9,1,2,0,1,1,0,1,1.046111111111111,0.22166666666666668,0.7444444444444444,0.0,0.0,0.5955555555555556,3.7055555555555557,0.1811111111111111,0.6130555555555556,0,0.47527777777777774,0.3,0.0,0.6336111111111111,0.015000000000000001,12.219166666666665
